user_id,user_name,subscription_tier,avg_daily_activities,registration_date
user_723,User 723,free,34,2026-04-22
user_724,User 724,premium,170,2026-01-29
user_725,User 725,free,51,2025-12-09
user_726,User 726,vip,388,2025-12-23
user_727,User 727,free,87,2026-03-17
user_728,User 728,free,41,2025-12-01
user_729,User 729,free,74,2026-01-10
user_730,User 730,free,73,2025-10-26
user_731,User 731,free,86,2025-12-26
user_732,User 732,free,96,2026-03-07
user_733,User 733,free,52,2025-11-24
user_734,User 734,free,79,2025-11-14
user_735,User 735,free,42,2026-02-15
user_736,User 736,free,80,2025-11-02
user_737,User 737,premium,133,2025-12-04
user_738,User 738,free,84,2025-11-03
user_739,User 739,free,47,2026-02-08
user_740,User 740,free,95,2025-12-08
user_741,User 741,free,95,2026-04-16
user_742,User 742,free,56,2026-01-18
user_743,User 743,free,68,2025-12-11
user_744,User 744,free,35,2026-04-15
user_745,User 745,premium,166,2026-02-05
user_746,User 746,free,75,2026-04-12
user_747,User 747,free,50,2025-11-15
user_748,User 748,free,42,2026-01-29
user_749,User 749,free,39,2026-03-14
user_750,User 750,premium,197,2026-02-19
user_751,User 751,free,31,2025-11-16
user_752,User 752,premium,175,2026-03-28
user_753,User 753,premium,150,2026-01-23
user_754,User 754,free,52,2025-11-04
user_755,User 755,free,83,2026-01-21
user_756,User 756,free,67,2025-12-28
user_757,User 757,free,51,2025-12-07
user_758,User 758,free,98,2025-12-11
user_759,User 759,premium,186,2026-03-17
user_760,User 760,free,30,2026-02-25
user_761,User 761,premium,161,2026-04-03
user_762,User 762,free,67,2025-11-23
user_763,User 763,free,41,2026-04-03
user_764,User 764,free,45,2025-11-01
user_765,User 765,free,42,2025-10-30
user_766,User 766,free,89,2026-01-15
user_767,User 767,free,52,2026-02-05
user_768,User 768,free,81,2026-04-05
user_769,User 769,free,82,2025-11-09
user_770,User 770,premium,163,2025-12-26
user_771,User 771,free,88,2026-01-24
user_772,User 772,free,46,2026-04-07
user_773,User 773,free,66,2025-11-19
user_774,User 774,vip,448,2026-04-13
user_775,User 775,free,47,2025-12-21
user_776,User 776,free,90,2025-11-24
user_777,User 777,premium,154,2026-03-08
user_778,User 778,free,49,2026-03-03
user_779,User 779,free,82,2025-11-09
user_780,User 780,free,57,2026-03-04
user_781,User 781,free,75,2025-12-21
user_782,User 782,free,34,2026-03-29
user_783,User 783,free,47,2026-03-20
user_784,User 784,premium,157,2026-03-10
user_785,User 785,free,73,2025-10-31
user_786,User 786,premium,143,2026-02-06
user_787,User 787,vip,402,2025-11-07
user_788,User 788,free,86,2026-02-28
user_789,User 789,premium,131,2025-12-03
user_790,User 790,free,57,2025-12-04
user_791,User 791,free,54,2026-01-08
user_792,User 792,premium,132,2026-02-15
user_793,User 793,premium,137,2025-11-09
user_794,User 794,free,38,2025-11-05
user_795,User 795,premium,161,2026-01-02
user_796,User 796,premium,162,2026-03-31
user_797,User 797,free,40,2025-12-21
user_798,User 798,vip,436,2026-01-28
user_799,User 799,premium,183,2025-12-17
user_800,User 800,premium,179,2026-01-13
user_801,User 801,free,58,2026-02-06
user_802,User 802,premium,200,2026-03-02
user_803,User 803,free,80,2026-04-19
user_804,User 804,vip,425,2026-01-02
user_805,User 805,free,42,2026-04-02
user_806,User 806,premium,162,2025-12-21
user_807,User 807,premium,132,2026-02-25
user_808,User 808,free,74,2026-02-23
user_809,User 809,free,39,2025-11-27
user_810,User 810,premium,196,2026-02-08
user_811,User 811,free,64,2026-03-08
user_812,User 812,vip,432,2026-04-09
user_813,User 813,free,33,2026-01-05
user_814,User 814,premium,185,2026-02-07
user_815,User 815,free,59,2026-02-21
user_816,User 816,premium,158,2025-12-17
user_817,User 817,premium,166,2026-03-09
user_818,User 818,premium,168,2026-03-04
user_819,User 819,free,82,2026-02-05
user_820,User 820,free,95,2026-01-16
user_821,User 821,free,100,2026-01-12
user_822,User 822,free,49,2026-04-04
user_823,User 823,free,42,2025-11-22
user_824,User 824,free,33,2026-01-03
user_825,User 825,free,41,2026-01-06
user_826,User 826,free,56,2026-03-21
user_827,User 827,premium,158,2025-12-05
user_828,User 828,free,30,2026-01-02
user_829,User 829,free,89,2026-01-30
user_830,User 830,free,33,2026-03-28
user_831,User 831,free,41,2026-03-12
user_832,User 832,premium,166,2026-03-07
user_833,User 833,premium,195,2025-12-17
user_834,User 834,premium,145,2026-01-15
user_835,User 835,premium,152,2026-01-15
user_836,User 836,premium,146,2026-02-20
user_837,User 837,free,58,2025-11-09
user_838,User 838,free,75,2026-01-21
user_839,User 839,free,61,2025-12-08
user_840,User 840,free,90,2026-02-21
user_841,User 841,free,94,2026-04-17
user_842,User 842,premium,143,2026-04-05
user_843,User 843,premium,131,2026-01-20
user_844,User 844,free,86,2025-12-10
user_845,User 845,free,77,2026-04-04
user_846,User 846,free,74,2026-04-21
user_847,User 847,free,42,2026-01-29
user_848,User 848,free,95,2025-12-04
user_849,User 849,free,96,2025-12-09
user_850,User 850,free,47,2025-11-05
user_851,User 851,free,58,2026-02-18
user_852,User 852,free,98,2025-12-16
user_853,User 853,free,100,2025-12-03
user_854,User 854,premium,190,2026-03-17
user_855,User 855,free,83,2025-11-20
user_856,User 856,free,41,2026-02-20
user_857,User 857,free,94,2026-01-23
user_858,User 858,free,31,2025-12-17
user_859,User 859,free,54,2025-12-13
user_860,User 860,free,93,2025-11-25
user_861,User 861,free,60,2025-11-24
user_862,User 862,free,54,2025-12-27
user_863,User 863,free,54,2026-04-19
user_864,User 864,free,88,2026-03-08
user_865,User 865,free,45,2026-01-18
user_866,User 866,premium,184,2025-12-31
user_867,User 867,free,55,2025-11-04
user_868,User 868,free,83,2026-03-01
user_869,User 869,premium,181,2026-04-12
user_870,User 870,premium,147,2026-02-05
user_871,User 871,free,90,2025-11-07
user_872,User 872,free,74,2026-02-15
user_873,User 873,free,84,2025-12-31
user_874,User 874,free,77,2026-04-09
user_875,User 875,free,58,2026-03-08
user_876,User 876,premium,152,2025-12-04
user_877,User 877,free,89,2025-12-24
user_878,User 878,premium,194,2025-12-30
user_879,User 879,free,42,2026-03-14
user_880,User 880,free,33,2026-03-19
user_881,User 881,free,87,2026-03-07
user_882,User 882,free,56,2026-04-19
user_883,User 883,free,74,2026-02-07
user_884,User 884,premium,181,2026-02-03
user_885,User 885,free,32,2025-11-15
user_886,User 886,free,78,2026-03-10
user_887,User 887,free,100,2026-01-27
user_888,User 888,free,91,2026-04-03
user_889,User 889,free,55,2026-01-16
user_890,User 890,free,74,2026-01-19
user_891,User 891,free,78,2026-01-29
user_892,User 892,free,63,2026-02-05
user_893,User 893,premium,196,2026-01-16
user_894,User 894,premium,181,2026-03-25
user_895,User 895,free,50,2026-03-22
user_896,User 896,free,50,2025-11-08
user_897,User 897,free,42,2026-01-31
user_898,User 898,free,50,2025-12-30
user_899,User 899,free,81,2025-12-21
user_900,User 900,free,41,2025-11-21
user_901,User 901,premium,148,2025-11-03
user_902,User 902,free,50,2026-02-03
user_903,User 903,free,38,2026-02-10
user_904,User 904,free,73,2025-11-11
user_905,User 905,free,63,2026-01-26
user_906,User 906,free,37,2026-01-06
user_907,User 907,free,97,2026-04-10
user_908,User 908,premium,193,2025-11-27
user_909,User 909,free,84,2025-12-30
user_910,User 910,free,62,2026-02-14
user_911,User 911,free,44,2026-03-18
user_912,User 912,free,91,2025-11-06
user_913,User 913,free,48,2026-01-27
user_914,User 914,premium,151,2026-02-12
user_915,User 915,premium,177,2026-03-19
user_916,User 916,premium,135,2026-01-09
user_917,User 917,free,74,2026-01-30
user_918,User 918,free,45,2025-11-04
user_919,User 919,free,33,2026-02-27
user_920,User 920,premium,149,2026-02-27
user_921,User 921,free,75,2025-11-05
user_922,User 922,free,63,2026-04-20
user_923,User 923,premium,134,2026-04-18
user_924,User 924,premium,179,2025-12-10
user_925,User 925,vip,432,2026-01-20
user_926,User 926,free,74,2025-11-30
user_927,User 927,premium,197,2025-11-21
user_928,User 928,vip,437,2025-10-29
user_929,User 929,premium,155,2026-03-16
user_930,User 930,free,72,2025-12-25
user_931,User 931,premium,175,2026-01-14
user_932,User 932,free,42,2025-11-19
user_933,User 933,free,64,2025-12-31
user_934,User 934,free,49,2025-10-27
user_935,User 935,premium,154,2025-10-31
user_936,User 936,premium,135,2026-02-16
user_937,User 937,premium,136,2026-02-08
user_938,User 938,vip,383,2025-11-27
user_939,User 939,premium,196,2026-02-25
user_940,User 940,premium,164,2025-11-18
user_941,User 941,free,82,2025-12-12
user_942,User 942,free,94,2026-02-07
user_943,User 943,free,68,2026-03-28
user_944,User 944,premium,199,2026-03-31
user_945,User 945,free,46,2026-01-24
user_946,User 946,free,30,2025-11-26
user_947,User 947,vip,381,2026-01-14
user_948,User 948,free,72,2026-01-06
user_949,User 949,free,85,2026-03-04
user_950,User 950,free,65,2025-12-15
user_951,User 951,free,100,2025-12-28
user_952,User 952,free,87,2026-04-17
user_953,User 953,premium,149,2025-11-15
user_954,User 954,premium,136,2026-03-14
user_955,User 955,free,84,2026-02-07
user_956,User 956,premium,138,2026-03-30
user_957,User 957,free,79,2026-02-19
user_958,User 958,premium,154,2025-10-28
user_959,User 959,free,83,2025-12-25
user_960,User 960,premium,132,2026-01-03
user_961,User 961,free,92,2026-02-03
user_962,User 962,free,56,2025-12-10
user_963,User 963,vip,431,2026-02-06
user_964,User 964,free,49,2026-03-20
user_965,User 965,premium,134,2025-11-17
user_966,User 966,free,39,2026-01-13
user_967,User 967,free,30,2025-11-24
user_968,User 968,free,74,2026-01-21
user_969,User 969,free,30,2026-02-22
user_970,User 970,free,97,2026-02-13
user_971,User 971,free,63,2025-12-28
user_972,User 972,free,51,2025-11-20
user_973,User 973,vip,384,2026-01-07
user_974,User 974,premium,169,2026-01-04
user_975,User 975,premium,131,2026-02-19
user_976,User 976,premium,191,2026-04-18
user_977,User 977,free,32,2026-03-06
user_978,User 978,free,59,2025-11-20
user_979,User 979,vip,384,2026-01-21
user_980,User 980,free,41,2026-02-02
user_981,User 981,free,48,2025-11-04
user_982,User 982,free,48,2026-02-02
user_983,User 983,free,64,2026-04-06
user_984,User 984,vip,428,2025-12-12
user_985,User 985,free,65,2026-02-16
user_986,User 986,vip,434,2026-02-27
user_987,User 987,free,49,2026-01-22
user_988,User 988,free,98,2026-03-10
user_989,User 989,premium,188,2026-01-10
user_990,User 990,free,37,2026-04-12
user_991,User 991,premium,168,2025-12-16
user_992,User 992,free,94,2026-02-23
user_993,User 993,free,94,2026-01-07
user_994,User 994,free,48,2025-12-26
user_995,User 995,free,38,2026-04-08
user_996,User 996,free,67,2026-03-14
user_997,User 997,vip,421,2026-03-16
user_998,User 998,free,49,2026-01-28
user_999,User 999,premium,130,2025-12-13
user_1000,User 1000,premium,135,2026-03-13
